num_node,k,var_heuristic,domain_heuristic,forward_checking,iteration,solution,nodes_visited,time
11,4,Most Constrained Variable,Least Constrained Value,False,1,336,2885,0.18406200408935547
11,4,Most Constrained Variable,Least Constrained Value,False,2,672,5709,0.3589897155761719
11,4,Most Constrained Variable,Least Constrained Value,False,3,720,5633,0.3591628074645996
11,4,Most Constrained Variable,Least Constrained Value,False,4,816,4589,0.2599213123321533
12,3,Simple Variable,Simple Value,False,0,0,328,0.001737833023071289
12,3,Simple Variable,Simple Value,False,1,0,649,0.003284931182861328
12,3,Simple Variable,Simple Value,False,2,0,223,0.001215219497680664
12,3,Simple Variable,Simple Value,False,3,0,193,0.0010800361633300781
12,3,Simple Variable,Simple Value,False,4,0,343,0.0017938613891601562
12,3,Simple Variable,Least Constrained Value,False,0,0,772,0.04163789749145508
12,3,Simple Variable,Least Constrained Value,False,1,0,172,0.009989261627197266
12,3,Simple Variable,Least Constrained Value,False,2,0,430,0.02554178237915039
12,3,Simple Variable,Least Constrained Value,False,3,0,205,0.011531352996826172
12,3,Simple Variable,Least Constrained Value,False,4,0,193,0.011530637741088867
12,3,Most Constrained Variable,Simple Value,False,0,0,121,0.0008425712585449219
12,3,Most Constrained Variable,Simple Value,False,1,0,82,0.0005342960357666016
12,3,Most Constrained Variable,Simple Value,False,2,0,316,0.0020627975463867188
12,3,Most Constrained Variable,Simple Value,False,3,0,118,0.0007739067077636719
12,3,Most Constrained Variable,Simple Value,False,4,0,334,0.00211334228515625
12,3,Most Constrained Variable,Least Constrained Value,False,0,0,247,0.013948202133178711
12,3,Most Constrained Variable,Least Constrained Value,False,1,0,214,0.012148857116699219
12,3,Most Constrained Variable,Least Constrained Value,False,2,0,514,0.02866339683532715
12,3,Most Constrained Variable,Least Constrained Value,False,3,0,91,0.005553483963012695
12,3,Most Constrained Variable,Least Constrained Value,False,4,0,172,0.009653091430664062
12,4,Simple Variable,Simple Value,False,0,720,13961,0.10566878318786621
12,4,Simple Variable,Simple Value,False,1,384,12381,0.09378623962402344
12,4,Simple Variable,Simple Value,False,2,576,8861,0.07070660591125488
12,4,Simple Variable,Simple Value,False,3,912,13413,0.09784817695617676
12,4,Simple Variable,Simple Value,False,4,2112,9113,0.05103611946105957
12,4,Simple Variable,Least Constrained Value,False,0,288,4985,0.36898255348205566
12,4,Simple Variable,Least Constrained Value,False,1,312,2757,0.18895435333251953
12,4,Simple Variable,Least Constrained Value,False,2,5376,19485,1.0046899318695068
12,4,Simple Variable,Least Constrained Value,False,3,2304,6765,0.3304133415222168
12,4,Simple Variable,Least Constrained Value,False,4,2352,13825,0.9156749248504639
12,4,Most Constrained Variable,Simple Value,False,0,696,18377,0.14901232719421387
12,4,Most Constrained Variable,Simple Value,False,1,1632,14705,0.10719490051269531
12,4,Most Constrained Variable,Simple Value,False,2,4368,32109,0.24322199821472168
12,4,Most Constrained Variable,Simple Value,False,3,264,4869,0.037340641021728516
12,4,Most Constrained Variable,Simple Value,False,4,1536,7425,0.0505063533782959
12,4,Most Constrained Variable,Least Constrained Value,False,0,768,10673,0.7928147315979004
12,4,Most Constrained Variable,Least Constrained Value,False,1,1344,19413,1.4283335208892822
12,4,Most Constrained Variable,Least Constrained Value,False,2,792,12977,0.9934999942779541
12,4,Most Constrained Variable,Least Constrained Value,False,3,744,3729,0.24006390571594238
12,4,Most Constrained Variable,Least Constrained Value,False,4,1104,11997,0.8794500827789307
13,3,Simple Variable,Simple Value,False,0,0,172,0.0009481906890869141
13,3,Simple Variable,Simple Value,False,1,0,277,0.0022325515747070312
13,3,Simple Variable,Simple Value,False,2,0,415,0.002278566360473633
13,3,Simple Variable,Simple Value,False,3,0,274,0.0014264583587646484
13,3,Simple Variable,Simple Value,False,4,0,280,0.0015590190887451172
13,3,Simple Variable,Least Constrained Value,False,0,0,355,0.021972179412841797
13,3,Simple Variable,Least Constrained Value,False,1,0,388,0.023468971252441406
13,3,Simple Variable,Least Constrained Value,False,2,0,277,0.016869544982910156
13,3,Simple Variable,Least Constrained Value,False,3,0,238,0.013731241226196289
13,3,Simple Variable,Least Constrained Value,False,4,0,307,0.019661664962768555
13,3,Most Constrained Variable,Simple Value,False,0,0,178,0.0012314319610595703
13,3,Most Constrained Variable,Simple Value,False,1,0,802,0.004957437515258789
13,3,Most Constrained Variable,Simple Value,False,2,0,271,0.0018076896667480469
13,3,Most Constrained Variable,Simple Value,False,3,0,568,0.0036628246307373047
13,3,Most Constrained Variable,Simple Value,False,4,0,280,0.0019364356994628906
13,3,Most Constrained Variable,Least Constrained Value,False,0,0,190,0.011828899383544922
13,3,Most Constrained Variable,Least Constrained Value,False,1,0,124,0.00791168212890625
13,3,Most Constrained Variable,Least Constrained Value,False,2,0,556,0.03555560111999512
13,3,Most Constrained Variable,Least Constrained Value,False,3,0,1243,0.07978105545043945
13,3,Most Constrained Variable,Least Constrained Value,False,4,0,484,0.030698537826538086
13,4,Simple Variable,Simple Value,False,0,2592,20933,0.13958096504211426
13,4,Simple Variable,Simple Value,False,1,1272,11393,0.08061909675598145
13,4,Simple Variable,Simple Value,False,2,1200,13169,0.09651947021484375
13,4,Simple Variable,Simple Value,False,3,3936,24353,0.16474246978759766
13,4,Simple Variable,Simple Value,False,4,720,10497,0.07671046257019043
13,4,Simple Variable,Least Constrained Value,False,0,1776,12137,0.8843050003051758
13,4,Simple Variable,Least Constrained Value,False,1,1632,8897,0.6046135425567627
13,4,Simple Variable,Least Constrained Value,False,2,3408,25365,1.857008695602417
13,4,Simple Variable,Least Constrained Value,False,3,552,12809,1.0905535221099854
13,4,Simple Variable,Least Constrained Value,False,4,2016,27013,2.156581401824951
13,4,Most Constrained Variable,Simple Value,False,0,960,63089,0.5129189491271973
13,4,Most Constrained Variable,Simple Value,False,1,1056,26613,0.22312116622924805
13,4,Most Constrained Variable,Simple Value,False,2,1728,19069,0.16058802604675293
13,4,Most Constrained Variable,Simple Value,False,3,3264,23925,0.18973922729492188
13,4,Most Constrained Variable,Simple Value,False,4,1440,14433,0.11804509162902832
13,4,Most Constrained Variable,Least Constrained Value,False,0,720,34597,3.083987236022949
13,4,Most Constrained Variable,Least Constrained Value,False,1,768,27949,2.45540189743042
13,4,Most Constrained Variable,Least Constrained Value,False,2,480,41229,3.742645263671875
13,4,Most Constrained Variable,Least Constrained Value,False,3,600,7589,0.6485776901245117
13,4,Most Constrained Variable,Least Constrained Value,False,4,1920,44625,3.8684182167053223
